CD_CLIENTE;DS_PROD_moda;DS_LIN_REC_moda;CIDADE_moda;DS_CNAE_moda;DS_SEGMENTO_moda;DS_SUBSEGMENTO_moda;MARCA_TOTVS_moda;MODAL_COMERC_moda;PAIS_moda;PERIODICIDADE_moda;UF_moda;VL_TOTAL_CONTRATO_soma;faixa_vl_total_soma_contratos
TFCZP7;ADD-ON DIP NO - ATE 2500 ALU;SAAS INTERA SOFTWARE;SAOJOSEDORIOPRETO;Educacao superior - graduacao e pos-graduacao;EDUCACIONAL;SUPERIOR;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;6116.8815171947945;0.0-0.5M
TFCZQG;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;CONSELHEIROLAFAIETE;Condominios prediais;CONSTRUCAO E PROJETOS;INCORPORADORAS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;2419.0088297925954;0.0-0.5M
TFCZQI;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;SAOLUIS;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MA;8821.580289853848;0.0-0.5M
TFCZQJ;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;BRASILIA;Comercio atacadista de cerveja, chope e refrigerante;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;3261.86121277367;0.0-0.5M
TFCZQV;CDU LGT G CAP HUMANO TRAD;CDU TOTVS SERIE T;MARTINHOCAMPOS;Curtimento e outras preparacoes de couro;MANUFATURA;TEXTIL & VESTUARIO;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;3942.970183524023;0.0-0.5M
TFCZR4;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;DIADEMA;Fabricacao de produtos de trefilados de metal padronizados;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;18693.868486388208;0.0-0.5M
TFCZR8;ADD-ON WEBSERVICES INTERA;SAAS SERIE T;VICOSA;Educacao superior - graduacao e pos-graduacao;EDUCACIONAL;SUPERIOR;EDUCACIONAL - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;11331.800212958206;0.0-0.5M
TFCZRK;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;MARINGA;Comercio varejista de bebidas;VAREJO;SUPERMERCADO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PR;637.0441378198256;0.0-0.5M
TFCZRV;ADESAO DE SOFTWARE VIRTUAL PDV;CDU TOTVS SERIE T;SALVADOR;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;BA;713.2684796149459;0.0-0.5M
TFCZS8;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;SAOPAULO;Comercio atacadista de outras maquinas e equipamentos nao especificados anteriormente, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;60790.274631396256;0.0-0.5M
TFCZSD;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;OSASCO;Comercio atacadista de cerveja, chope e refrigerante;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;110063.93907222593;0.0-0.5M
TFCZUK;ADESAO INTERA B.O M;CLOUD COMPUTING.;SAOMARCOS;Comercio varejista de madeira e artefatos;VAREJO;MATERIAL DE CONSTRUCAO;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RS;22963.238767529638;0.0-0.5M
TFCZUL;TOTVS INTERA MANUFATURA;SAAS INTERA SOFTWARE;SAOPAULO;Comercio por atacado de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;MANUFATURA - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;14656.988333122217;0.0-0.5M
TFCZUY;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;CACHOEIRODEITAPEMIRIM;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;33734.66479334413;0.0-0.5M
TFCZVN;ADESAO VA PLUS;SAAS SERIE T;SAOPAULO;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;710.6831073336746;0.0-0.5M
TFCZWR;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;IRECE;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;47849.242021855745;0.0-0.5M
TFCZXC;ADESAO INTERA B.O P;SAAS SERIE T;PALMAS;Comercio varejista de produtos farmaceuticos, com manipulacao de formulas;VAREJO;DROGARIA;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;TO;3769.027177211618;0.0-0.5M
TFCZXE;ADESAO COMPLEMENTAR INTERA ERP;CDU PLATAFORMA TOTVS INTERA SO;SERRA;Comercio atacadista de material eletrico;VAREJO;MATERIAL DE CONSTRUCAO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;ES;13085.876515152197;0.0-0.5M
TFCZXJ;ADESAO INTERA FLUIG P;CDU PLATAFORMA TOTVS INTERA SO;VILAVELHA;Atividades relacionadas a esgoto, exceto a gestao de redes;SERVICOS;UTILITES;FLUIG - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;ES;1893.9008021083748;0.0-0.5M
TFCZXZ;TOTVS CLOUD STANDARD;SAAS CMNET HOTAL;CAIEIRAS;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1179.3837768551532;0.0-0.5M
TFCZY8;ADD-ON R&F NF-E;SAAS BEMATECH;FORMOSA;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;GO;370.2967762532118;0.0-0.5M
TFCZYE;E-LEA TOTVS DIST E VAR ATE 10;EDUCACAO CURSOS RECORRENTES;MACEIO;Desenvolvimento de programas de computador sob encomenda;SERVICOS;TI & TELECOM;EDUCACAO EMPRESARIAL;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;AL;220.1307872137503;0.0-0.5M
TFCZZQ;CONS SAT OU MFE BALANC SUBSC;SAAS SERIE T;PIRACICABA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;123.1225745916339;0.0-0.5M
TFD031;GESTAO JURIDICA COM CLOUD;CLOUD COMPUTING.;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;14562.325872911395;0.0-0.5M
TFD054;PRIME SILVER LIVE;SMS PRIME;SAOJOSEDOSPINHAIS;Gestao de ativos intangiveis nao-financeiros;VAREJO;VAREJO;PRIME;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;PR;133867.5751700337;0.0-0.5M
TFD055;ADESAO COMPLEMENTAR INTERA ERP;CDU PLATAFORMA TOTVS INTERA SO;NOVALIMA;Fornecimento de alimentos preparados preponderantemente para empresas;SERVICOS;VIAGENS;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;9626.921653540978;0.0-0.5M
TFD068;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;CURITIBA;Aluguel de outras maquinas e equipamentos comerciais e industriais nao especificados anteriormente, sem operador;SERVICOS;PROVEDOR SERVICOS;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;355.68837189969054;0.0-0.5M
TFD080;GMV B2B 0A1.2M BY AGILE;SAAS SERIE T;RECIFE;Comercio varejista de bebidas;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;5847.7253453563635;0.0-0.5M
TFD123;ADESAO INTERA B.O P;CLOUD COMPUTING.;SAOPAULO;Consultoria em tecnologia da informacao;SERVICOS;TI & TELECOM;CLOUD;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;4309.433041857701;0.0-0.5M
TFD151;ADD-ON R&F NF-E;SAAS BEMATECH;SANTOANDRE;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;376.6908433098182;0.0-0.5M
TFD156;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;PIRACICABA;Consultoria em tecnologia da informacao;SERVICOS;TI & TELECOM;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;17160.780558310984;0.0-0.5M
TFD162;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;BOTUCATU;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;676.5603970782703;0.0-0.5M
TFD167;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;GOIANIA;Comercio atacadista de carnes bovinas e suinas e derivados;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;3669.845570330276;0.0-0.5M
TFD168;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;BRASILIA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;3669.845570330276;0.0-0.5M
TFD177;ADD-ON R&F NF-E;SAAS BEMATECH;DRACENA;Comercio varejista de suvenires, bijuterias e artesanatos;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;597.6581981397848;0.0-0.5M
TFD181;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;SAOPAULO;Atividade medica ambulatorial com recursos para realizacao de procedimentos cirurgicos;SAUDE;SAUDE;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;142.62426892141372;0.0-0.5M
TFD186;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;BRASILIA;Comercio atacadista de carnes bovinas e suinas e derivados;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;3669.845570330276;0.0-0.5M
TFD214;ADD-ON R&F NF-E;SAAS BEMATECH;GARIBALDI;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;441.06871504214143;0.0-0.5M
TFD267;ROYALT MENSAL;CDU BEMATECH;RIODEJANEIRO;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;RJ;359.6904441139504;0.0-0.5M
TFD315;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Administracao de cartoes de credito;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;130705.59340446437;0.0-0.5M
TFD324;CONTABILIDADE;SAAS CMNET HOTAL;OSASCO;Apart-hoteis;SERVICOS;PROVEDOR SERVICOS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1035.9775904633063;0.0-0.5M
TFD372;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;BELOHORIZONTE;Consultoria em tecnologia da informacao;SERVICOS;TI & TELECOM;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;1190.1582632891314;0.0-0.5M
TFD376;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;MARINGA;Condominios prediais;CONSTRUCAO E PROJETOS;CONDOMINIO;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;279.0058096514666;0.0-0.5M
TFD403;ADESAO INTERA B.O P;SAAS INTERA SOFTWARE;LOUVEIRA;Fabricacao de artefatos de material plastico para usos industriais;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;7305.274160389411;0.0-0.5M
TFD421;CLDINT PROT CNXAD WN SQL DED;SAAS INTERA SOFTWARE;RIODEJANEIRO;Fabricacao de aditivos de uso industrial;MANUFATURA;QUIMICA & RECICLAGEM;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;24398.69631209424;0.0-0.5M
TFD430;ADESAO COMPLEMENTAR INTERA ERP;SAAS INTERA SOFTWARE;CAFELANDIA;Fabricacao de produtos de trefilados de metal, exceto padronizados;MANUFATURA;BENS DE CAPITAL;TOTVS CRM;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;7953.2693466526525;0.0-0.5M
TFD438;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;MANAUS;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;AM;6422.316978118371;0.0-0.5M
TFD439;CONTABILIDADE;SAAS CMNET HOTAL;TRESRIOS;Condominios prediais;SERVICOS;PROVEDOR SERVICOS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;365.1470509775102;0.0-0.5M
TFD505;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;IMPERATRIZ;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional;LOGISTICA;TRANSPORTADOR;CLOUD;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MA;25426.44274983116;0.0-0.5M
TFD542;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;TRESRIOS;Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;5321.078705875485;0.0-0.5M
TFD555;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;GOIANIA;Comercio atacadista de pescados e frutos do mar;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;12218.20455827093;0.0-0.5M
TFD573;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;BETIM;Fabricacao de maquinas para a industria metalurgica, pecas e acessorios, exceto maquinas-ferramenta;MANUFATURA;BENS DE CAPITAL;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;252.30290765044015;0.0-0.5M
TFD578;ADESAO INTERA B.O P;SAAS SERIE T;SAOBERNARDODOCAMPO;Suporte tecnico, manutencao e outros servicos em tecnologia da informacao;SERVICOS;PROVEDOR SERVICOS;SERVICOS - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;4092.8376986903654;0.0-0.5M
TFD589;CDU USUARIO VENDEDOR;CDU TOTVS SERIE T;GOIANIA;Comercio atacadista de maquinas, aparelhos e equipamentos para uso agropecuario, partes e pecas;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;16115.356900342002;0.0-0.5M
TFD598;LOCACAO DE SOFTWARE  - AC APON;SAAS SERIE T;RECIFE;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;20611.310889756915;0.0-0.5M
TFD603;SMS USUARIO CHECK OUT VAR WT;CDU TOTVS SERIE T;SAOJOSEDOSPINHAIS;Comercio atacadista de cereais e leguminosas beneficiados;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;15017.10757068769;0.0-0.5M
TFD638;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;SAOPAULO;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;16906.05202495929;0.0-0.5M
TFD678;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;SAOPAULO;Condominios prediais;CONSTRUCAO E PROJETOS;INCORPORADORAS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;196.79097110706002;0.0-0.5M
TFD683;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;CONTAGEM;Comercio atacadista de medicamentos e drogas de uso veterinario;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;5157.527634976558;0.0-0.5M
TFD749;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;SAOJOSE;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;MANUFATURA;BENS DE CAPITAL;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SC;247.21624023525717;0.0-0.5M
TFD750;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;FLORIANOPOLIS;Padaria e confeitaria com predominancia de revenda;VAREJO;SUPERMERCADO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SC;595.4637845937307;0.0-0.5M
TFD758;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;CURITIBA;Condominios prediais;CONSTRUCAO E PROJETOS;INCORPORADORAS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;196.79097110706002;0.0-0.5M
TFD790;ADESAO INTERA B.O P;SAAS INTERA SOFTWARE;SERRA;Comercio atacadista de outras maquinas e equipamentos nao especificados anteriormente, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;ES;12336.02186486424;0.0-0.5M
TFD796;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;COLATINA;Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente;VAREJO;SUPERMERCADO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;ES;1039.1683182055572;0.0-0.5M
TFD804;CONSINCO SITEF HOSPEDAGEM;SAAS SERIE T;FRANCODAROCHA;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;401.237166481102;0.0-0.5M
TFD813;APP SEC DIG ADESAO;SAAS SERIE T;NOVOHAMBURGO;Ensino medio;EDUCACIONAL;BASICO;EDUCACIONAL - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;22717.649420095746;0.0-0.5M
TFD818;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;SAOPAULO;Manutencao e reparacao de maquinas, aparelhos e materiais eletricos nao especificados anteriormente;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;46729.06957602779;0.0-0.5M
TFD830;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;MARABA;Comercio atacadista de mercadorias em geral, com predominancia de insumos agropecuarios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;7342.205047366579;0.0-0.5M
TFD845;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;SAOPAULO;Fabricacao de valvulas, registros e dispositivos semelhantes, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;62858.85831871378;0.0-0.5M
TFD877;SMS USUARIO CHECK OUT VAR WT;CDU TOTVS SERIE T;JOAOPESSOA;Comercio varejista de outros produtos nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PB;5050.76226940351;0.0-0.5M
TFD879;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;SAOPAULO;Atividade medica ambulatorial restrita a consultas;SAUDE;CENTROS CLINICOS;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;51883.81005356934;0.0-0.5M
TFD883;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;1455.9555530905923;0.0-0.5M
TFD909;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;GRAVATAI;Condominios prediais;CONSTRUCAO E PROJETOS;INCORPORADORAS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;196.79097110706002;0.0-0.5M
TFD960;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;VITORIADESANTOANTAO;Comercio varejista de materiais de construcao em geral;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;721.0918581766443;0.0-0.5M
TFD975;INTERA BO: FISCAL + ATIVO FIXO;SAAS INTERA SOFTWARE;PARANAPANEMA;Servico de preparacao de terreno, cultivo e colheita;AGROINDUSTRIA;AGROINDUSTRIA;CLOUD;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;23877.25404803485;0.0-0.5M
TFD978;ADESAO DE SOFTWARE VIRTUAL PDV;SAAS INFORMACAO EMPRESARI;CRUZEIRODOSUL;Comercio varejista especializado de eletrodomesticos e equipamentos de audio e video;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AC;3570.5462554426495;0.0-0.5M
TFD991;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;FORTALEZA;Condominios prediais;CONSTRUCAO E PROJETOS;INCORPORADORAS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;196.79097110706002;0.0-0.5M
TFD995;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;AGUASMORNAS;Fabricacao de tintas, vernizes, esmaltes e lacas;MANUFATURA;QUIMICA & RECICLAGEM;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;21749.051255525475;0.0-0.5M
TFDA37;TOTVS A ELETRONICA 20 PACK;SAAS SERIE T;CURITIBA;Servicos de engenharia;CONSTRUCAO E PROJETOS;ENGENHARIA & DESIGN;SERVICOS - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;PR;10849.163756262082;0.0-0.5M
TFDA45;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;ATIBAIA;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;147.8244404855304;0.0-0.5M
TFDA47;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;CORUMBA;Manutencao e reparacao de maquinas e equipamentos para uso na extracao mineral, exceto na extracao de petroleo;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MS;17478.756125763095;0.0-0.5M
TFDA48;MODA PLUS DE 1 A 3 IDS;SAAS SERIE T;FORTALEZA;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;48482.71288091285;0.0-0.5M
TFDA54;ADESAO INTERA RH G;CDU PLATAFORMA TOTVS INTERA SO;TRESRIOS;Fabricacao de produtos do refino de petroleo;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;16440.79851847949;0.0-0.5M
TFDA60;CONTABILIDADE;SAAS CMNET HOTAL;CABOFRIO;Condominios prediais;CONSTRUCAO E PROJETOS;CONDOMINIO;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;580.359325070795;0.0-0.5M
TFDA63;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;OLIMPIA;Parques de diversao e parques tematicos;SERVICOS;CLUBES;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;6220.4729704550755;0.0-0.5M
TFDA67;CLOUDINT SETUP CLOUD;CLOUD INTERA;RIODEJANEIRO;Atividades de estudos geologicos;CONSTRUCAO E PROJETOS;PROJETOS & SERVICOS ESPECIAIS;CLOUD INTERA;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RJ;46534.388941319376;0.0-0.5M
TFDA81;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;SAOPAULO;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;12388.700401541648;0.0-0.5M
