CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
TFDJKM;CONS TEF MULTILOJA;SAAS SERIE T;BRASILIA;Comercio varejista de hortifrutigranjeiros;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;DF;104,07;0.0-0.5M;898;0,0;0,0;2;0;3;2;8,0;10,0;5,0;10,0;10,0;7,0;10,0;10,0;10,0
TFDJLA;ADESAO TOTVS M;CDU TOTVS SERIE T;CURITIBA;Edicao integrada … impressao de livros;MANUFATURA;PAPEL & CELULOSE;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;148323,89;0.0-0.5M;897;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJLF;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;MERCES;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgencias;SAUDE;HOSPITAIS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;8139,85;0.0-0.5M;897;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJLI;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;MARABA;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PA;64,03;0.0-0.5M;897;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJLP;SMS USUARIO CHECK OUT VAR WT;CDU TOTVS SERIE T;COARI;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AM;22670,33;0.0-0.5M;2185;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJM3;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;SAOPAULO;Servicos combinados de escritorio e apoio administrativo;SERVICOS;BPO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;4754,49;0.0-0.5M;892;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJMF;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;UBERABA;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;8133,96;0.0-0.5M;892;1,0;5132,33;2;0;3;2;7,0;8,0;6,0;5,0;10,0;8,0;10,0;9,0;7,0
TFDJMG;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;PORTOALEGRE;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;4391,64;0.0-0.5M;892;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJMK;CLOUDINT SETUP CLOUD;CONSULTORIA TRADICIONAL AMS;AGUASDELINDOIA;Fabricacao de aguas envasadas;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;4895,92;0.0-0.5M;892;1,0;2629,1;2;0;3;2;;;;;;;;;
TFDJNH;CDU CORP TOTVS DIST/LOG RB1;CDU TOTVS SERIE T;GOVERNADORVALADARES;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, municipal;LOGISTICA;TRANSPORTADOR;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;9825,36;0.0-0.5M;890;1,0;0,0;2;0;3;2;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0
TFDJO7;ADESAO PLAT R&F LOJA;SAAS SERIE T;PRESIDENTEEPITACIO;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;940,93;0.0-0.5M;888;1,0;161,94;2;0;3;2;;;;;;;;;
TFDJON;ADESAO VA PLUS;CDU TOTVS SERIE T;ITAPERUNA;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;3768,67;0.0-0.5M;885;1,0;728,24;2;0;3;2;;;;;;;;;
TFDJOP;APLICATIVO MOBILE - STAFF;SAAS TEF;SAOPAULO;Hoteis;HOSPITALITY;HOSPEDAGEM;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;237,85;0.0-0.5M;885;2,0;182,26;2;0;3;2;8,0;7,0;7,0;7,0;7,0;7,0;8,0;8,0;8,0
TFDJPD;ADESAO INTERA B.O P;SAAS INTERA SOFTWARE;OLIVEIRA;Compra e venda de imoveis proprios;CONSTRUCAO E PROJETOS;IMOBILIARIA;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;8437,45;0.0-0.5M;884;0,0;0,0;2;0;3;2;7,0;9,0;5,0;5,0;7,0;7,0;7,0;7,0;7,0
TFDJPN;ADESAO AVALIACAO DE DESEMPENHO;SAAS SERIE T;SAOPAULO;Atividades de intermediacao e agenciamento de servicos e negocios em geral, exceto imobiliarios;SERVICOS;PROVEDOR SERVICOS;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;2246,56;0.0-0.5M;1098;1,0;1123,66;2;0;3;2;;;;;;;;;
TFDJPV;ADESAO TOTVS COMPLEMENTAR	;SAAS INTERA SOFTWARE;MANAUS;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AM;9962,1;0.0-0.5M;883;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJPY;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;VALINHOS;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;70,33;0.0-0.5M;882;1,0;35,54;2;0;3;2;;;;;;;;;
TFDJPZ;TOTVS API SERVICES PACK 20;SAAS SERIE T;SAOPAULO;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;0,0;0.0-0.5M;882;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJQ6;LICENCA CNPJ VAREJO WT;SAAS TEF;GOIANIA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;GO;4086,11;0.0-0.5M;882;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJQG;ADESAO INTERA GOODDATA P;CDU INFORMACOES EMPRESARIAS;SANTOS;Tratamento de dados, provedores de servicos de aplicacao e servicos de hospedagem na internet;SERVICOS;TI & TELECOM;GOODDATA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;3265,55;0.0-0.5M;882;0,0;0,0;2;0;3;2;10,0;10,0;7,0;7,0;10,0;7,0;10,0;10,0;10,0
TFDJSX;ADC 50 OP FINANCEIRAS;SAAS SERIE T;PATOSDEMINAS;Cultivo de cafe;AGROINDUSTRIA;PRODUCAO DE CULTIVOS;GESPLAN;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;1874,06;0.0-0.5M;864;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJSZ;CONTABILIDADE;SAAS CMNET HOTAL;CASCAVEL;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;24,26;0.0-0.5M;877;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJT0;TOTVS API SERVICES PACK 20;SAAS SERIE T;UBERABA;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;0,0;0.0-0.5M;877;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJT2;TOTVS CLOUD STANDARD;SAAS CMNET HOTAL;CASCAVEL;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;1816,32;0.0-0.5M;877;1,0;52,36;2;0;3;2;8,0;8,0;7,0;8,0;8,0;8,0;8,0;8,0;8,0
TFDJT7;ADESAO DE MODALIDADE;CDU BEMATECH;SAOPAULO;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;413,13;0.0-0.5M;875;0,0;0,0;2;0;3;2;;;;;;;;;
TFDJTD;ADESAO PLAT R&F LOJA;SAAS SERIE T;RIODEJANEIRO;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;294,2;0.0-0.5M;877;0,0;0,0;2;0;3;2;;;;;;;;;
TFDK20;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;CUBATAO;Armazens gerais - emissao de warrant;LOGISTICA;OPERADOR LOGISTICO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;16287,18;0.0-0.5M;877;2,0;8547,63;2;0;3;2;10,0;10,0;8,0;9,0;10,0;8,0;9,0;10,0;10,0
TFDK22;ADESAO VA SALES;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista de suvenires, bijuterias e artesanatos;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1673,73;0.0-0.5M;877;0,0;0,0;2;0;3;2;;;;;;;;;
TFDKC9;ASSINATURA RESHV CMNET RESERVA;SAAS CMNET HOTAL;JOAOPESSOA;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PB;1265,15;0.0-0.5M;876;0,0;0,0;2;0;3;2;10,0;10,0;9,0;9,0;10,0;9,0;9,0;9,0;8,0
TFDKFX;ADESAO INTERA B.O P;SAAS SERIE T;VITORIA;Pesquisa e desenvolvimento experimental em ciencias sociais e humanas;SERVICOS;PROVEDOR SERVICOS;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;ES;3781,22;0.0-0.5M;874;0,0;0,0;2;0;3;2;0,0;0,0;0,0;3,0;3,0;0,0;0,0;0,0;0,0
TFDKJV;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;SAOPAULO;Servicos combinados para apoio a edificios, exceto condominios prediais;SERVICOS;LIMPEZA & SEGURANÇA;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;9334,25;0.0-0.5M;876;1,0;33,14;2;0;3;2;5,0;6,5;5,0;5,0;7,5;4,0;6,0;3,0;4,0
TFDKKC;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;FLORIANOPOLIS;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SC;190,3;0.0-0.5M;874;0,0;0,0;2;0;3;2;;;;;;;;;
TFDKKK;ADD-ON INT WEBSERV: DO 1 AO 15;SAAS SERIE T;BELOHORIZONTE;Servicos combinados de escritorio e apoio administrativo;SERVICOS;BPO;LOGISTICA - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;46132,58;0.0-0.5M;875;0,0;0,0;2;0;3;2;8,0;10,0;7,0;9,0;10,0;6,0;10,0;4,0;10,0
TFDKKT;IAAS-DDADO-50GB-2KIOPS-LEVE-M;CLOUD COMPUTING.;CURITIBA;Comercio atacadista de medicamentos e drogas de uso humano;VAREJO;CONCESSIONARIA DE VEICULOS;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;PR;20887,22;0.0-0.5M;875;0,0;0,0;2;0;3;2;10,0;9,0;9,0;9,0;8,0;7,0;8,0;10,0;10,0
TFDKKV;ADESAO INTERA B.O P;SAAS INTERA SOFTWARE;BARREIRAS;Ensino fundamental;EDUCACIONAL;BASICO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;BA;19759,16;0.0-0.5M;875;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMAZ;CLOUD EXCEDENTE TRAD;CDU TOTVS SERIE T;LIMEIRA;Comercio atacadista de embalagens;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;7582,74;0.0-0.5M;874;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMBC;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;ITAUNA;Ensino fundamental;EDUCACIONAL;BASICO;EDUCACIONAL - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;12247,67;0.0-0.5M;874;0,0;0,0;2;0;3;2;7,0;8,0;7,0;7,0;7,0;7,0;8,0;6,0;7,0
TFDMBJ;ADESAO INTERA B.O M;CDU PLATAFORMA TOTVS INTERA SO;MOSSORO;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CONSTRUCAO - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RN;6764,44;0.0-0.5M;874;0,0;0,0;2;0;3;2;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
TFDMBQ;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;GOIANIA;Preparacao de documentos e servicos especializados de apoio administrativo nao especificados anteriormente;SERVICOS;BPO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;5717,17;0.0-0.5M;874;1,0;1045,05;2;0;3;2;10,0;10,0;10,0;10,0;10,0;9,0;10,0;10,0;10,0
TFDMC1;CDU USUARIO VENDEDOR;CDU TOTVS SERIE T;JUNDIAI;Comercio atacadista de componentes eletronicos e equipamentos de telefonia e comunicacao;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;6635,13;0.0-0.5M;874;0,0;0,0;2;0;3;2;10,0;9,0;7,0;9,0;10,0;8,0;10,0;9,0;5,0
TFDMC7;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;SINOP;Cultivo de soja;AGROINDUSTRIA;PRODUCAO DE CULTIVOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MT;35815,75;0.0-0.5M;874;1,0;4373,73;2;0;3;2;6,0;7,0;9,0;6,0;9,0;7,0;9,0;6,0;7,0
TFDMDS;ADESAO PLAT R&F LOJA;SAAS SERIE T;RESENDE;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;633,83;0.0-0.5M;874;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMIO;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;BELEM;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PA;8689,81;0.0-0.5M;874;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMP7;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;CUIABA;Concessionarias de rodovias, pontes, tuneis e servicos relacionados;CONSTRUCAO E PROJETOS;CONSTRUTORAS;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MT;100933,35;0.0-0.5M;874;4,0;7980,46;2;0;3;2;8,0;9,0;4,0;8,0;9,0;9,0;9,0;7,0;8,0
TFDMWC;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;GOIANIA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;GO;38019,78;0.0-0.5M;857;8,0;16456,26;2;0;3;2;;;;;;;;;
TFDMWG;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;APARECIDADEGOIANIA;Comercio por atacado de pneumaticos e camaras-de-ar;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;2221,02;0.0-0.5M;671;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMX1;GMV B2B 0A1.2M BY AGILE;SAAS SERIE T;RIBEIRAOPRETO;Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal;MANUFATURA;QUIMICA & RECICLAGEM;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;3610,37;0.0-0.5M;869;1,0;2335,69;2;0;3;2;;;;;;;;;
TFDMXM;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;FEIRADESANTANA;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;14565,41;0.0-0.5M;868;0,0;0,0;2;0;3;2;10,0;10,0;10,0;10,0;10,0;8,0;10,0;10,0;10,0
TFDMXR;MNT SOFTWARE MISTERCHEF NET;SAAS BEMATECH;SAOPAULO;Servicos de alimentacao para eventos e recepcoes - bufe;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;121,3;0.0-0.5M;867;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMYW;ADESAO PLAT R&F LOJA;CDU BEMATECH;CURITIBA;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;614,08;0.0-0.5M;863;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMZJ;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;VALEREAL;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;MANUFATURA;BENS DE CAPITAL;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;77,2;0.0-0.5M;863;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMZK;TOTVS RH ATS PACK 3 VAGAS;SAAS SERIE T;SAOJOSEDOSPINHAIS;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;0,0;0.0-0.5M;863;0,0;0,0;2;0;3;2;;;;;;;;;
TFDMZQ;CONTABILIDADE;SAAS CMNET HOTAL;NOVOHAMBURGO;Condominios prediais;CONSTRUCAO E PROJETOS;CONDOMINIO;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;742,2;0.0-0.5M;862;1,0;84,95;2;0;3;2;;;;;;;;;
TFDN13;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;MARACAJU;Comercio varejista de tecidos;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MS;77,2;0.0-0.5M;861;0,0;0,0;2;0;3;2;;;;;;;;;
TFDN15;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;SAOPAULO;Comercio varejista de calcados;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;64,34;0.0-0.5M;861;0,0;0,0;2;0;3;2;;;;;;;;;
TFDN23;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;SAOROQUE;Comercio varejista de calcados;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;77,2;0.0-0.5M;861;0,0;0,0;2;0;3;2;;;;;;;;;
TFDN29;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;SAOPAULO;Comercio varejista de calcados;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;64,34;0.0-0.5M;861;0,0;0,0;2;0;3;2;;;;;;;;;
TFDN30;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;BARUERI;Comercio varejista de calcados;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;64,34;0.0-0.5M;861;0,0;0,0;2;0;3;2;;;;;;;;;
TFDN31;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;ITUPEVA;Comercio varejista de calcados;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;77,2;0.0-0.5M;861;0,0;0,0;2;0;3;2;;;;;;;;;
TFDN35;TEF CANAL CLOUD PDV ADICIONAL;SAAS TECHFIN FAT MANUAL;CAMPOSDOSGOYTACAZES;Comercio varejista de brinquedos e artigos recreativos;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;87,21;0.0-0.5M;861;0,0;0,0;2;0;3;2;;;;;;;;;
TFDN39;ADDTCRMSFA SER MONI ENTERPRISE;CLOUD COMPUTING.;MONTENEGRO;Abate de aves;MANUFATURA;BENS DE CONSUMO;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RS;9545,18;0.0-0.5M;861;0,0;0,0;2;0;3;2;9,0;9,0;10,0;9,0;10,0;9,0;10,0;9,0;10,0
TFDN48;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;ITAQUAQUECETUBA;Comercio varejista de calcados;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;64,34;0.0-0.5M;860;0,0;0,0;2;0;3;2;;;;;;;;;
TFDN71;CLOUDINT SETUP CLOUD;CLOUD COMPUTING.;PINHAIS;Desenvolvimento de programas de computador sob encomenda;SERVICOS;TI & TELECOM;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;PR;3629,16;0.0-0.5M;848;1,0;678,85;2;0;3;2;7,0;8,0;2,0;7,0;9,0;8,0;3,0;7,0;9,0
TFDN74;TOTVS CLOUD RECORRENTE;SAAS CMNET HOTAL;PALHOCA;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;1803,53;0.0-0.5M;857;0,0;0,0;2;0;3;2;1,5;5,0;5,0;5,0;8,0;4,0;5,0;0,0;1,5
TFDN76;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;SAOPAULO;Ensino fundamental;EDUCACIONAL;BASICO;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;551,76;0.0-0.5M;857;2,0;252,21;2;0;3;2;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
TFDN89;CLOUDINT CONEXAO REMOTA;SAAS INTERA SOFTWARE;GURUPI;Comercio a varejo de automoveis, camionetas e utilitarios novos;VAREJO;CONCESSIONARIA DE VEICULOS;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;TO;4871,2;0.0-0.5M;856;1,0;889,75;2;0;3;2;8,0;6,0;8,0;8,0;8,0;7,0;8,0;8,0;8,0
TFDN98;CLOUD EXCEDENTE TRAD;CDU TOTVS SERIE T;ANANINDEUA;Comercio atacadista de medicamentos e drogas de uso veterinario;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;11910,98;0.0-0.5M;856;2,0;1414,37;2;0;3;2;7,0;10,0;0,0;0,0;10,0;3,0;7,0;7,0;5,0
TFDN99;ROYALT MENSAL;CDU BEMATECH;ARARANGUA;Comercio varejista de bebidas;VAREJO;SUPERMERCADO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SC;278,07;0.0-0.5M;856;2,0;167,82;2;0;3;2;;;;;;;;;
TFDNAH;TEF CANAL CLOUD PDV ADICIONAL;SAAS TECHFIN FAT MANUAL;CARATINGA;Comercio varejista de brinquedos e artigos recreativos;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;87,21;0.0-0.5M;855;0,0;0,0;2;0;3;2;;;;;;;;;
TFDNAV;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;IPATINGA;Outras atividades auxiliares dos servicos financeiros nao especificadas anteriormente;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;88,88;0.0-0.5M;854;1,0;36,46;2;0;3;2;10,0;10,0;10,0;10,0;10,0;10,0;0,0;10,0;10,0
TFDNB2;CONSINCO ERP LOJA SUP SUBSC;SAAS SERIE T;ARARANGUA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;572,37;0.0-0.5M;854;0,0;0,0;2;0;3;2;;;;;;;;;
