CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;telemetria_moduloid_moda;telemetria_productlineid_moda;telemetria_slotid_moda;telemetria_statuslicenca_moda;telemetria_contagem;NR_PROPOSTA_count;ITEM_PROPOSTA_agg_moda;HOSPEDAGEM_agg_moda;FAT_FAIXA_agg_moda;CD_PROD_agg_moda;QTD_median;QTD_sum;VL_PCT_DESC_TEMP_median;VL_PCT_DESC_TEMP_sum;VL_PCT_DESCONTO_median;VL_PCT_DESCONTO_sum;PRC_UNITARIO_median;PRC_UNITARIO_sum;VL_DESCONTO_TEMPORARIO_median;VL_DESCONTO_TEMPORARIO_sum;VL_TOTAL_median;VL_TOTAL_sum;VL_FULL_median;VL_FULL_sum;VL_DESCONTO_median;VL_DESCONTO_sum;MRR_12M_median;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
TFDHXT;CONCILIADOR DE CARTOES TOTVS;SAAS TEF;SAOJOSE;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;172.59;0.0-0.5M;983;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9;;;;;;;;;
TFDHXZ;TOTVS PLANEJAMENTO DE ROTAS;SAAS SERIE T;GUARULHOS;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;OTIMIZACAO LOGISTICA;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1.24;0.0-0.5M;983;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHYB;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;APARECIDADEGOIANIA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;19964.97;0.0-0.5M;982;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;431.92;8.0;7.0;8.0;8.0;9.0;8.0;10.0;7.0;9.0
TFDHZ1;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;SAOSIMAO;Captacao, tratamento e distribuicao de agua;SERVICOS;UTILITIES;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;GO;108.98;0.0-0.5M;979;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;53.24;;;;;;;;;
TFDHZ9;TOTVS API SERVICES PACK 20;SAAS SERIE T;SANTALUZIA;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;0.0;0.0-0.5M;979;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHZH;CONSINCO SELF-CHECKOUT SUBSC;SAAS SERIE T;MAGE;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;2616.5;0.0-0.5M;692;1.0;88.84;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Sem Informações de Faturamento;CONSV.213;1.0;1.0;0.0;0.0;0.0;0.0;84.99;84.99;0.0;0.0;84.99;84.99;84.99;84.99;0.0;0.0;951.53;8.0;10.0;8.0;8.0;9.0;9.0;9.0;7.0;9.0
TFDHZT;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;BRASILIA;Limpeza em predios e em domicilios;SERVICOS;PROVEDOR SERVICOS;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;DF;74.21;0.0-0.5M;978;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;31.1;;;;;;;;;
TFDI69;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;BELOHORIZONTE;Comercio varejista de laticinios e frios;VAREJO;SUPERMERCADO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;MG;256.83;0.0-0.5M;969;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;16.05;;;;;;;;;
TFDI77;CONTABILIDADE;SAAS CMNET HOTAL;CHAPECO;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;211.53;0.0-0.5M;975;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;44.12;;;;;;;;;
TFDI78;ADESAO INTERA B.O P;SAAS SERIE T;MONTEDOCARMO;Atividades de estudos geologicos;CONSTRUCAO E PROJETOS;PROJETOS & SERVICOS ESPECIAIS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;TO;2474.12;0.0-0.5M;887;0.0;0.0;0;2;3;2;2.0;2.0;4024.0;Desconectado;149.0;;;;;;;;;;;;;;;;;;;;;;439.18;;;;;;;;;
TFDI94;INTERA BACKOFFICE COMPLETO;SAAS SERIE T;BARUERI;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;84557.3;0.0-0.5M;971;8.0;48084.1;0;2;3;2;216.0;2.0;4024.0;Desconectado;2680.0;24.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;2010067-2;14.75;1233.5;0.0;18.35;0.0;55.23;83.53;37803.33;0.0;1450.46;1789.16;105656.53;669.46;90779.46;0.0;16507.54;2299.99;;;;;;;;;
TFDIAR;CONCILIADOR DE CARTOES TOTVS;SAAS TEF;BELEM;Comercio varejista de animais vivos e de artigos e alimentos para animais de estimacao;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PA;172.22;0.0-0.5M;970;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9;;;;;;;;;
TFDIBN;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;SAOPAULO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;211.87;0.0-0.5M;968;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;58.99;;;;;;;;;
TFDIBZ;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;BARUERI;Comercio atacadista de defensivos agricolas, adubos, fertilizantes e corretivos do solo;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;18032.95;0.0-0.5M;968;5.0;7937.91;0;2;3;2;6.0;2.0;4024.0;Desconectado;1134.0;7.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;7T63301069;2.0;36.0;0.0;0.0;0.0;0.0;218.04;1358.39;0.0;0.0;336.31;7624.36;306.6;7594.66;0.0;0.0;917.63;;;;;;;;;
TFDIC2;CONCILIADOR DE CARTOES TOTVS;SAAS TEF;RIOBRANCO;Fabricacao de embalagens de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AC;317.95;0.0-0.5M;968;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;132.65;;;;;;;;;
TFDIC4;BA SERV RECORR - ATE 23M;SERVIÇOS MENSALIZADOS;CAMPINAS;Comercio atacadista de defensivos agricolas, adubos, fertilizantes e corretivos do solo;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BUSINESS AGILITY;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;1775.2;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;784.99;;;;;;;;;
TFDICB;ADD-ON INT WEBSERV: DO 1 AO 15;SAAS INTERA SOFTWARE;SERRA;Comercio a varejo de pneumaticos e camaras-de-ar;VAREJO;CONCESSIONARIA DE VEICULOS;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;ES;12899.48;0.0-0.5M;968;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;433.97;;;;;;;;;
TFDID7;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;FORTALEZA;Comercio atacadista de cereais e leguminosas beneficiados;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;70417.69;0.0-0.5M;964;7.0;81585.08;0;2;3;2;602.0;11.0;602.0;Conectado;342.0;24.0;2.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;0113301154;1.0;73.0;0.0;143.08;18.55;270.14;286.84;33104.89;0.0;1926.91;603.58;50979.35;881.41;100655.45;151.64;49676.1;269.56;8.5;8.5;8.5;8.5;9.5;7.5;7.5;8.0;8.5
TFDIDC;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;UBERLANDIA;Concessionarias de rodovias, pontes, tuneis e servicos relacionados;SERVICOS;UTILITIES;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;8796.51;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;315.14;;;;;;;;;
TFDIDJ;LEGAL DATA RECORRENTE;BPO;PALMAS;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;LEGAL SERVICE;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;TO;1959.42;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1658.78;;;;;;;;;
TFDIDL;ADESAO DE MODALIDADE;CDU BEMATECH;ARAQUARI;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SC;255.51;0.0-0.5M;964;1.0;152.24;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Sem Informações de Faturamento;TFV.000011;1.0;1.0;0.0;0.0;0.0;0.0;71.77;71.77;0.0;0.0;71.77;71.77;71.77;71.77;0.0;0.0;72.31;;;;;;;;;
TFDIDT;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;RIODEJANEIRO;Ensino medio;EDUCACIONAL;BASICO;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;48196.92;0.0-0.5M;964;5.0;27657.84;0;2;3;2;534.0;3.0;4029.0;Desconectado;8588.0;31.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;7T63301081;1.0;1279.5;21.02;424.59;0.0;39.36;129.9;21421.95;87.86;7826.68;327.01;28112.22;312.02;46657.06;0.0;21667.11;980.44;;;;;;;;;
TFDIE8;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;CARUARU;Suporte tecnico, manutencao e outros servicos em tecnologia da informacao;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;PE;4651.22;0.0-0.5M;964;2.0;2930.01;0;2;3;2;6.0;2.0;4024.0;Desconectado;121.0;1.0;1.0;TOTVS CLOUD;Faixa 01 - De 4.5 M ate 7.5 M;7T63301069;8.0;8.0;0.0;0.0;0.0;0.0;309.9;309.9;0.0;0.0;2479.17;2479.17;2479.17;2479.17;0.0;0.0;439.0;;;;;;;;;
TFDIED;ADESAO PLAT R&F LOJA;SAAS SERIE T;CAMOCIM;Atividades de bibliotecas e arquivos;SERVICOS;PROVEDOR SERVICOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;956.62;0.0-0.5M;964;1.0;170.15;0;2;3;2;;;;;;3.0;1.0;ON PREMISES;Sem Informações de Faturamento;7123301178;1.0;3.0;0.0;8.89;21.37;45.46;59.85;152.71;0.0;12.66;59.85;152.71;59.85;252.08;14.7;99.38;53.76;;;;;;;;;
TFDIEI;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;BRUMADINHO;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;10526.49;0.0-0.5M;964;0.0;0.0;0;2;3;2;516.0;3.0;0.0;Desconectado;254.0;;;;;;;;;;;;;;;;;;;;;;509.13;9.0;10.0;10.0;10.0;9.0;8.0;8.0;6.0;9.0
TFDIEK;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;MANAUS;Comercio atacadista especializado em outros produtos alimenticios nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AM;34316.26;0.0-0.5M;964;0.0;0.0;0;2;3;2;602.0;11.0;602.0;Conectado;261.0;;;;;;;;;;;;;;;;;;;;;;383.6;10.0;10.0;10.0;10.0;10.0;8.0;10.0;10.0;10.0
TFDIEL;CLOUD EXCEDENTE NV INT;CDU PLATAFORMA TOTVS INTERA SO;CHAPECO;Comercio atacadista de equipamentos de informatica;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SC;19586.44;0.0-0.5M;964;1.0;9216.91;0;2;3;2;6.0;2.0;4024.0;Desconectado;607.0;2.0;1.0;TOTVS CLOUD;Faixa 00 - Ate 4.5 M;0T63301017;1.0;2.0;0.0;0.0;3.36;6.73;2208.6;4417.19;0.0;0.0;2208.6;4417.19;2609.91;5219.82;401.31;802.63;1183.42;;;;;;;;;
TFDIEO;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;BEBEDOURO;Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;22235.57;0.0-0.5M;964;1.0;9418.9;0;2;3;2;6.0;2.0;4024.0;Desconectado;763.0;7.0;1.0;TOTVS CLOUD;Faixa 06 - De 50 M ate 75 M;7T63301069;4.0;35.0;14.71;58.85;0.0;0.0;205.11;1532.86;77.98;2242.32;1230.69;8664.91;1230.69;8664.91;0.0;0.0;1145.54;;;;;;;;;
TFDIES;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;NATAL;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RN;79.49;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;33.16;;;;;;;;;
TFDIEU;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;CAXIASDOSUL;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;79.28;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;33.22;8.0;8.0;7.0;9.0;10.0;7.0;8.0;8.0;8.0
TFDIEW;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;CANOAS;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;79.28;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;33.22;;;;;;;;;
TFDIEZ;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;MANAUS;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AM;66.24;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;55.27;;;;;;;;;
TFDIF2;ADESAO INTERA GOODDATA M;CDU INFORMACOES EMPRESARIAS;APARECIDADOTABOADO;Frigorifico - abate de bovinos;MANUFATURA;BENS DE CONSUMO;GOODDATA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MS;2035.16;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;764.06;;;;;;;;;
TFDIF3;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;MANACAPURU;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AM;66.24;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;55.27;;;;;;;;;
TFDIF6;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;PORTOVELHO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RO;66.24;0.0-0.5M;964;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;55.27;;;;;;;;;
TFDIG7;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;CAMPOMAGRO;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;8697.03;0.0-0.5M;1314;1.0;885.96;0;2;3;2;602.0;11.0;602.0;Conectado;139.0;2.0;1.0;ON PREMISES;Sem Informações de Faturamento;0113301092;1.0;2.0;0.0;0.0;8.83;17.66;441.52;883.05;0.0;0.0;441.52;883.05;717.9;1435.8;276.38;552.76;237.09;9.5;9.5;7.5;8.5;8.5;8.5;9.0;9.0;8.5
TFDIG8;TOTVS API SERVICES PACK 20;SAAS SERIE T;FORTALEZA;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;0.0;0.0-0.5M;962;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDIGN;CONSINCO PDV SUBSC;SAAS SERIE T;FORTALEZA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;8273.52;0.0-0.5M;916;7.0;1353.89;0;2;3;2;722.0;9.0;3502.0;Desconectado;1273.0;18.0;1.0;ON PREMISES;Sem Informações de Faturamento;CONSV.217;2.0;669.0;0.0;0.0;4.2;124.66;10.32;590.68;0.0;0.0;20.65;45067.6;45.33;9805.56;0.55;1225.74;221.92;8.0;7.0;5.0;6.0;8.0;5.0;8.0;4.0;10.0
TFDIGT;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;SAOJOSEDORIOPRETO;Apart-hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;66.89;0.0-0.5M;961;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDIGX;ADD-ON IOT COLETORES INTERA;SAAS INTERA SOFTWARE;SAOJOSEDOSCAMPOS;Manutencao e reparacao de aeronaves, exceto a manutencao na pista;MANUFATURA;BENS DE CAPITAL;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;14366.66;0.0-0.5M;961;0.0;0.0;0;2;3;2;5.0;2.0;4024.0;Desconectado;3953.0;;;;;;;;;;;;;;;;;;;;;;1073.32;;;;;;;;;
TFDIHS;CONSINCO ERP LOJA SUP SUBSC;SAAS SERIE T;CAMPOGRANDE;Desenvolvimento e licenciamento de programas de computador customizaveis;SERVICOS;TI & TELECOM;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MS;603.19;0.0-0.5M;958;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;506.39;;;;;;;;;
TFDIHU;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;CAMPOSDOJORDAO;Construcao de edificios;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1981.05;0.0-0.5M;958;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;151.5;;;;;;;;;
TFDIHZ;TOTVS API SERVICES PACK 20;SAAS SERIE T;SANTALUZIA;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;0.0;0.0-0.5M;957;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDIJ1;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;ADAMANTINA;Reparacao e manutencao de computadores e de equipamentos perifericos;SERVICOS;PROVEDOR SERVICOS;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;71.17;0.0-0.5M;956;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;29.09;;;;;;;;;
TFDIJ2;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;SAOJOSEDORIOPRETO;Condominios prediais;CONSTRUCAO E PROJETOS;CONDOMINIO;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;2487.59;0.0-0.5M;956;1.0;22.77;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Sem Informações de Faturamento;CMV.001693;134.0;134.0;0.0;0.0;0.0;0.0;0.17;0.17;0.0;0.0;22.53;22.53;0.56;0.56;0.0;0.0;93.71;10.0;10.0;10.0;10.0;10.0;6.0;10.0;10.0;7.0
TFDIJR;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;ITAJAI;Comercio varejista de outros artigos de uso domestico nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;2765.92;0.0-0.5M;955;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;203.79;9.0;8.0;8.0;8.0;9.0;6.0;8.0;8.0;8.0
TFDIJU;TOTVS PLANEJAMENTO DE ROTAS;SAAS SERIE T;GUARULHOS;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional;LOGISTICA;TRANSPORTADOR;OTIMIZACAO LOGISTICA;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1.19;0.0-0.5M;951;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDIL5;BMCHEF COMANDAS;CDU BEMATECH;SAOPAULO;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;168.47;0.0-0.5M;951;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;19.37;;;;;;;;;
TFDIM0;SUST ACT RECORRENTE;CONSULTORIA TRADICIONAL AMS;IGARAPE;Servicos de usinagem, tornearia e solda;SERVICOS;PROVEDOR DE SERVICOS;BACKOFFICE - CORE;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;MG;79793.97;0.0-0.5M;949;3.0;16846.89;0;2;3;2;2.0;2.0;4024.0;Desconectado;3357.0;4.0;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;1M13301062;30.0;133.0;0.0;0.0;0.0;0.0;57.67;14837.32;0.0;0.0;3782.04;22362.46;42.44;5967.42;0.0;0.0;2061.81;9.0;9.0;7.0;7.0;9.0;8.0;9.0;7.0;9.0
TFDIM2;TOTVS API SERVICES PACK 20;SAAS SERIE T;OSASCO;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;0.0;0.0-0.5M;949;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDIM4;TOTVS API SERVICES PACK 20;SAAS SERIE T;ITATIBA;PESSOA FISICA (SEM CNAE);EDUCACIONAL;EDUCACAO CONTINUADA;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;0.0;0.0-0.5M;949;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDIMB;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;FORTALEZA;Fabricacao de produtos de limpeza e polimento;MANUFATURA;QUIMICA & RECICLAGEM;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;13736.06;0.0-0.5M;948;1.0;4157.28;0;2;3;2;610.0;11.0;610.0;Conectado;169.0;2.0;1.0;ON PREMISES;Sem Informações de Faturamento;0113301128;1.0;2.0;0.0;0.0;25.22;50.45;2078.64;4157.28;0.0;0.0;2078.64;4157.28;6732.72;13465.43;4654.07;9308.15;134.63;10.0;8.0;8.0;9.0;7.0;7.0;8.0;10.0;10.0
TFDIMR;CONTABILIDADE;SAAS CMNET HOTAL;RIODEJANEIRO;Aluguel de imoveis proprios;CONSTRUCAO E PROJETOS;IMOBILIARIA;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;207.11;0.0-0.5M;948;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;57.54;;;;;;;;;
